照片,該照片的文字敘述
文件四_第04頁,這是一張宣傳系所尖端生醫工程設備的形象海報，主題為「資料科學系 未來實驗室 DATA SCIENCE LAB 直擊」。畫面背景是充滿科技感的光學晶片幾何線條，中央大幅特寫了一套敞開擺放的專業黑色防震設備箱。箱內高級灰色海綿結構中，整齊收納著一整套極其精密的「EMG肌電圖感測裝置」，包括中央小巧的白色訊號放大與無線傳輸發射主機、多組排列整齊的白色同軸電極導線、專用貼片以及充電線材配件。上方以巨大的發光白色粗體字醒目标註設備名稱：「EMG肌電圖感測裝置」，右上方附有導引箭頭與資科系Logo，直觀展現出系所在穿戴式醫療健康數據採集、肌電訊號分析與人體運動學大數據領域所投下的雄厚設備資本。
文件四_第05頁,這是一張展示大專生頂尖專題實作成果的喜慶圖卡，標註為「學生DEMO：資料科學系精彩回顧」。海報中央坐著兩位笑容甜美的優秀女同學（資科系楊媛晴、曾子姍、陳妙音、林依婷專案小組代表），兩人在展示長桌前身穿白色休閒服，桌上開啟的筆電螢幕正展示著自行研發的系統介面。兩人身後立著大幅精美的直立展板，展示其專題成果：「使用大型語言模型與向量資料庫的 Podcast 智慧搜尋系統」（指導教授：邱嘉豪教授），展板以生動圖文解析如何利用向量資料庫對海量播客語音進行語意檢索。海報下方裝飾著大字「2026 開箱東吳 Unboxing SHOW」，生動展現出大專專題生成功將大模型與向量檢索落地應用的優秀實戰實力。
文件四_第06頁,這是一張採用現代波普藝術風格設計的「115學年度申請入學官方QA交流社群」加入引導圖卡。整張圖片以鮮明的明黃色與青藍色放射光芒為底圖，四周點綴著黑色的四角星芒與兩隻手繪大聲公擴音喇叭。畫面正中央是一面純白色的告示看板，頂部印有東吳大學巨量資料管理學院資料科學系的雙品牌商標，看板正中央以端正大氣的黑色粗體大字宣告主旨：「115學年度 資料科學系申請入學QA群 歡迎加入」，下方配置了一個大尺寸、清晰易掃的官方 LINE 社群綠色 QrCode 條碼。這張圖卡專為社群傳播而設計，方便通過第一階段篩選的準大學生與家長一鍵掃碼加入，即時獲取各項面試指引與第一手答疑。
文件四_第07頁,這是一張極為清晰且富含深度職涯規劃指引的「東吳資科系：三大課程模組與職涯藍圖」官方全景架構圖。海報以精美圖文將系所核心課程與未來出路劃分為三大模組：左側「模組一：資料科學與人工智慧應用」，配有機器人插圖，主攻機器學習工程師與AI產品架構師，對應LLM大語言模型國際認證，畢業後可擔任機器學習工程師與AI跨域應用師；中間「模組二：資料工程與系統開發」，配有雲端伺服器插畫，鎖定雲端架構師與後端工程師，對應AWS與Azure雲端認證，出路為資料工程師與雲端架構師；右側「模組三：資料分析與商業應用」，配有商業圖表插圖，培養金融科技與商業分析人才，對應Google Data Analytics認證，出路為金融資料分析師與FinTech應用分析師，藍圖極為宏大明確。
文件四_第08頁,這是一張記錄東吳大學126年校慶盛典上資料科學系全體師生精神抖擻繞場的紀實拼圖。左上角照片中，四位身穿亮紅色與深灰色系服的男同學手持「資科系」木質標牌與長旗，在紅色PU跑道上面對鏡頭開心比讚；左下角照片中，金凱儀院長身穿深色休閒服，與多位手持「#跨界」、「#未來就是你」標語手牌與系旗的專任師長及學生在田徑場看台前歡樂合影；右上角飾有五彩繽紛的慶生氣球與「HAPPY BIRTHDAY」字樣；右下角照片捕捉了操場跑道上數百位師生浩浩蕩蕩列隊前進、黃衣工作人員在旁引導的熱鬧全景，下方藍底白字題寫：「東吳大學 126年校慶活動」，洋溢著百年名校與年輕學系交融的非凡活力。
文件四_第09頁,這是一張結合系所尖端硬體環境與活動預告的官方宣傳底圖。畫面背景完整呈現了東吳大學「智慧創新AI學習中心」高階電腦實驗室開闊明亮的現代化實景：天花板裝設著工業風黑色軌道聚光燈，牆面融入綠色發光電路脈絡，中央長條型綠黑相間的工作島上，整齊排列著數十台開啟的高階電競主機與雙液晶螢幕，多位學員正端坐在人體工學椅上專注編程。畫面下方覆蓋著一層優雅的青藍色半透明漸層，上面以極具視覺衝擊力的純白色發光立體大字宣告活動主題：「東吳資料科學系大哉問 線上QA互動座談」，透過展示全台頂級的實驗室環境，向外界展現該系走在資訊教育最前沿的非凡魄力。
文件四_第10頁,這張圖卡是針對2026年「東吳資科線上QA座談暨學習歷程檔案準備指引」所發布的確切場次時間表公告。海報採用充滿科技動感的藍紫漸層色調，頂部以雙箭頭符號標引主題「學習歷程檔案準備指引」，右上角附有「報名連結」專用 QR Code。海報中央以兩個圓角方塊清楚公告兩大精彩場次：第一場「場次1：22 MARCH 2026 (SUN) 10:00-12:00（2026年3月22日週日全網開講）」；第二場「場次2：28 MARCH 2026 (SAT) 14:00-16:00（2026年3月28日週六下午接力分享）」。左下角並整齊列出巨資學院官方網址（https://bigdata.scu.edu.tw）與公務聯絡信箱，為高三考生提供清晰便利的選課與備審指導時程指引。
文件四_第11頁,這是一張宣告碩士班招生考試放榜的官方喜慶海報封面。海報採用充滿喜慶與陽光朝氣的明黃色作為底色，四周環繞著散發活力的黑色放射光芒線條、四角星芒以及兩隻手繪大聲公擴音喇叭插圖。海報正中央是一面純白色的公告立牌，頂部端正蓋有東吳大學「養天地正氣 法古今完人」的紅色古典圓形校徽。白底看板中央以剛勁大氣的黑色字體正式宣告主題：「115學年度碩士班 考試錄取名單」，下方則整齊陳列著東吳大學巨量資料管理學院與資料科學系的官方雙Logo。整張圖卡以極具儀式感的大聲公宣傳設計，為即將揭曉的研究生錄取名冊營造出無比榮耀且引人注目的放榜氛圍。
文件四_第12頁,這是一張正式發布「東吳大學115學年度碩士班招生考試錄取名單」的官方正式榜單海報。海報延續統一的亮黃色活潑背景，中央為純白色的正式公文榜單。上方以黑色字體載明學系與組別為「資料科學系碩士班一般生」，並宣告【正取共5名，備取共10名】的招生成績。名冊清楚列出五位正取菁英同學的准考證號與去識別化姓名（黃○嘉、呂○葶、李○邑、許○雅、杜○柔），以及十位實力同樣強勁的備取生完整排位名單（林○翰、李○楳、楊○瑄、吳○穎等）。右上角繪有一顆拖著長長藍色彗尾的流星與五角星，右下角印有系徽，向所有金榜題名的準碩士生致以最熱烈的祝賀。
文件四_第13頁,這是一張記錄校園實體宣傳活動現場的生動特寫照片。畫面拍攝於展覽檯面旁，一隻手正扶著一台外型極其小巧圓潤的白色「凱比機器人（Kebbi）」，機器人黑色的面部液晶螢幕上正開啟著生動的互動教學介面與彩色課程縮圖。在機器人右側，整齊陳列著多張精心設計的活動文宣立牌，包括：上方由陳冠甫老師主講的「如何使用AI機器人：凱比機器人實務應用工作坊」宣傳單，以及下方專門為高中生打造的「陽明高中 CAVEDU NVIDIA DLI 專業課程（2/2-2/3 全天研習）」簡章。畫面左下方壓有亮黃色的大字「2026」，底端以藍底白字標記「開箱東吳」，完整記錄下學院將頂級AI設備與高中營隊緊密鏈結的活動實況。
文件四_第14頁,這是一張校園實體活動指引與攤位宣傳圖卡，標題以粉白色大字宣告：「開箱東吳：精美小禮物&抽獎活動」。畫面背景是一條通往活動展廳的校園走廊，兩位身穿休閒服飾的女同學正步履輕快地走向會場。左側以醒目的立體紅色地標水滴圖釘清楚標示攤位確切位置：「第二大樓5樓2518室 第17號攤位」。右下方特別附上一張拍立得風格照片，展示了第17號攤位當天的真實佈置場景：攤位上方掛有巨資學院資料科學系的布條，紅色長桌上擺放著多台正在運作的智慧自走車、凱比機器人、宣傳折頁與豐富的文創小禮品，照片下方清楚標示「No.17攤位」，熱情引導參觀的家長與學子前來體驗互動。
文件四_第15頁,這是一張由上市科技大廠佳必琪國際股份有限公司（JPC Connectivity）發布的「企業實習招募」正式海報，上方以極具魄力的大字標語宣告：「實習只能做雜事？JPC跟你玩真的！WE ARE HIRING!」。職缺重點招募「應用助理工程師2名」與「行銷應用助理工程師1名」，強調提供AI引領創新、一對一指導、完整培訓與高轉正職率。海報詳細列出條件：115學年度人工智慧創新應用系大四學生，實習至少6個月且每週至少3天，時薪高達210元以上。工作內容極具技術含量，涵蓋利用AI進行資料搜尋、工程圖面比對、自然語言無痛使用及AOI視覺影像外觀檢查，並附有投遞履歷專用信箱（hr@jpcco.com）與官網QR Code，產學合作實力非凡。
文件四_第16頁,這是一張極具創意且極富親和力的「巨資學院專任教師團隊Q版公仔」官方形象照片。在一面純淨的高級純灰攝影棚背景前，巨資學院七位核心專任教師被維妙維肖地轉化為七尊極其精緻小巧的3D立體Q版公仔。公仔們一字排開站立，每尊公仔無論是髮型、黑框眼鏡、深色西裝外套、休閒牛仔褲還是胸前的系所識別證都刻劃得極為傳神。最令人動容的是，七尊教師公仔不約而同地面帶溫暖自信的微笑，紛紛在胸前用雙手比出象徵愛心與凝聚力的小巧愛心手勢，最中央的金凱儀院長公仔更是神采奕奕。整張照片散發出極致溫馨、團結且富有教育溫度的師長團隊形象，令人印象極為深刻。
文件四_第17頁,這張照片記錄了在台北世貿一館舉辦的「2026 AI 人才年會暨 AI 職涯博覽會」上，東吳大學巨資學院展位前水洩不通的盛況。畫面中，東吳大學巨量資料管理學院暨資料科學系的「F7」展位被數十位前來諮詢的年輕學子、求職者與產業人士緊緊包圍。展位上方懸掛著深藍色的系所大橫幅，後方展示著 CAVEDU 教育團隊與 NVIDIA DLI 深度學習培訓之合作成果展板。一位背著紅色後背包的女同學正彎腰在諮詢台前認真填寫資料，多位系所專任教師與研究生穿梭在人群中，熱情且專業地為每一位諮詢者解說系所課程模組、雙聯學位與產學合作就業優勢，現場人聲鼎沸、科技研討氣氛極其熱烈。
